Installs,Category,Size,Type,Content Rating,Genres
"10,000+",TRAVEL_AND_LOCAL,45M,Free,Everyone,Travel & Local
"50,000+",LIFESTYLE,7.9M,Free,Everyone,Lifestyle
"1,000+",MAPS_AND_NAVIGATION,4.2M,Free,Everyone,Maps & Navigation
"10,000+",FINANCE,11M,Free,Everyone,Finance
"10,000+",FAMILY,6.2M,Free,Everyone,Education
"1,000+",BUSINESS,3.7M,Free,Everyone,Business
100+,FAMILY,6.0M,Free,Everyone,Entertainment
"1,000+",BOOKS_AND_REFERENCE,8.8M,Free,Everyone,Books & Reference
"10,000+",TRAVEL_AND_LOCAL,22M,Free,Everyone,Travel & Local
"10,000+",FAMILY,30M,Free,Everyone,Education
"1,000,000+",BOOKS_AND_REFERENCE,11M,Free,Everyone,Books & Reference
"100,000+",HEALTH_AND_FITNESS,4.1M,Free,Everyone,Health & Fitness
"1,000+",FAMILY,3.4M,Free,Everyone,Education
"5,000+",TRAVEL_AND_LOCAL,13M,Free,Everyone,Travel & Local
"10,000+",FAMILY,39M,Free,Everyone,Education
"100,000+",FAMILY,5.1M,Free,Everyone,Entertainment
"5,000+",COMICS,4.7M,Free,Teen,Comics
"10,000+",LIFESTYLE,5.5M,Free,Everyone,Lifestyle
"10,000+",TRAVEL_AND_LOCAL,5.3M,Free,Everyone,Travel & Local
"50,000+",TOOLS,2.8M,Free,Everyone,Tools
"1,000+",TRAVEL_AND_LOCAL,9.0M,Paid,Everyone,Travel & Local
"1,000,000+",TRAVEL_AND_LOCAL,51M,Free,Everyone,Travel & Local
"1,000+",FINANCE,206k,Paid,Everyone,Finance
500+,FINANCE,954k,Paid,Everyone,Finance
"5,000+",BUSINESS,26M,Free,Everyone,Business
"1,000+",FINANCE,9.4M,Paid,Everyone,Finance
"5,000+",PRODUCTIVITY,2.4M,Free,Everyone,Productivity
"500,000+",FAMILY,5.8M,Free,Everyone,Strategy
1+,GAME,20M,Paid,Everyone,Arcade
100+,TRAVEL_AND_LOCAL,17M,Free,Everyone,Travel & Local
"10,000+",GAME,35M,Free,Everyone,Adventure
"10,000+",PARENTING,17M,Free,Everyone,Parenting
1+,COMMUNICATION,2.9M,Free,Everyone,Communication
"10,000+",FAMILY,42M,Free,Everyone,Entertainment
100+,TRAVEL_AND_LOCAL,5.1M,Free,Everyone,Travel & Local
5+,FAMILY,16M,Paid,Everyone,Educational
"1,000+",HEALTH_AND_FITNESS,4.7M,Free,Everyone,Health & Fitness
"10,000+",FAMILY,35M,Free,Everyone,Educational;Education
100+,FAMILY,12M,Paid,Everyone,Education
"100,000+",FAMILY,26M,Free,Everyone,Education;Education
"10,000+",FAMILY,17M,Free,Everyone,Educational;Education
"10,000+",FAMILY,60M,Free,Everyone,Education
"10,000+",FAMILY,25M,Free,Everyone,Education
"50,000+",FAMILY,38M,Free,Everyone,Education
"1,000+",FAMILY,2.0M,Free,Everyone,Entertainment
"100,000+",LIFESTYLE,2.5M,Free,Everyone,Lifestyle
"10,000+",FAMILY,9.2M,Free,Everyone,Entertainment
"50,000+",COMICS,444k,Free,Everyone,Comics
"50,000+",FAMILY,15M,Free,Everyone,Educational;Education
"50,000+",HEALTH_AND_FITNESS,12M,Free,Everyone,Health & Fitness
"10,000+",NEWS_AND_MAGAZINES,4.4M,Free,Everyone,News & Magazines
100+,NEWS_AND_MAGAZINES,14M,Free,Everyone,News & Magazines
"1,000+",TOOLS,6.7M,Free,Everyone,Tools
10+,PRODUCTIVITY,3.7M,Paid,Everyone,Productivity
500+,FAMILY,4.0M,Free,Everyone,Education
"5,000+",TOOLS,2.2M,Free,Everyone,Tools
0+,FAMILY,33M,Paid,Everyone,Education
"1,000,000+",FAMILY,Varies with device,Free,Everyone 10+,Strategy
"100,000+",NEWS_AND_MAGAZINES,5.7M,Free,Everyone,News & Magazines
"10,000,000+",SPORTS,87M,Free,Everyone,Sports
"100,000+",TRAVEL_AND_LOCAL,30M,Free,Everyone,Travel & Local
"100,000,000+",GAME,68M,Free,Everyone,Action
10+,SOCIAL,5.9M,Free,Teen,Social
"5,000,000+",TRAVEL_AND_LOCAL,Varies with device,Free,Everyone,Travel & Local
"100,000+",FAMILY,19M,Free,Everyone,Educational
"10,000,000+",GAME,40M,Free,Everyone,Arcade
"5,000+",SPORTS,49M,Paid,Everyone,Sports
"500,000+",FAMILY,52M,Free,Everyone 10+,Strategy
"1,000+",SPORTS,63M,Paid,Everyone,Sports
"100,000+",MEDICAL,24M,Free,Everyone,Medical
"1,000+",SPORTS,6.0M,Paid,Everyone,Sports
"1,000+",FAMILY,17M,Free,Everyone,Education
100+,FAMILY,4.2M,Paid,Everyone,Casual
"1,000+",FAMILY,32M,Free,Everyone,Education
"5,000+",FAMILY,717k,Free,Everyone,Entertainment
"5,000,000+",MAPS_AND_NAVIGATION,Varies with device,Free,Everyone,Maps & Navigation
"50,000+",LIFESTYLE,4.3M,Free,Everyone,Lifestyle
50+,BOOKS_AND_REFERENCE,7.2M,Paid,Everyone,Books & Reference
100+,MAPS_AND_NAVIGATION,5.0M,Free,Everyone 10+,Maps & Navigation
500+,MEDICAL,1.2M,Free,Everyone,Medical
100+,PRODUCTIVITY,31M,Free,Everyone,Productivity
500+,TRAVEL_AND_LOCAL,17M,Free,Everyone,Travel & Local
"1,000,000+",FAMILY,46M,Free,Everyone,Simulation
"1,000+",LIFESTYLE,20M,Free,Everyone,Lifestyle
"50,000+",PARENTING,8.3M,Paid,Everyone,Parenting
"5,000+",TOOLS,5.0M,Free,Everyone,Tools
"10,000+",GAME,22M,Free,Teen,Casino
50+,LIFESTYLE,3.1M,Free,Everyone,Lifestyle
10+,FAMILY,2.2M,Paid,Everyone,Education
50+,FAMILY,2.0M,Paid,Everyone,Education
"10,000+",TRAVEL_AND_LOCAL,12M,Free,Everyone,Travel & Local
500+,PHOTOGRAPHY,5.5M,Free,Everyone,Photography
"1,000+",VIDEO_PLAYERS,14M,Free,Everyone,Video Players & Editors
"100,000+",PRODUCTIVITY,Varies with device,Paid,Everyone,Productivity
"1,000+",TRAVEL_AND_LOCAL,15M,Free,Everyone,Travel & Local
"1,000+",FAMILY,81M,Free,Everyone,Education
100+,VIDEO_PLAYERS,62M,Free,Everyone,Video Players & Editors
"1,000+",SPORTS,8.9M,Free,Everyone,Sports
500+,EVENTS,Varies with device,Free,Everyone,Events
100+,TRAVEL_AND_LOCAL,3.0M,Free,Everyone,Travel & Local
"1,000+",MEDICAL,13M,Free,Everyone,Medical
"1,000+",FAMILY,11M,Free,Everyone,Education
100+,BUSINESS,3.4M,Free,Everyone,Business
50+,MEDICAL,12M,Free,Everyone,Medical
500+,FAMILY,29M,Free,Everyone,Education
"100,000+",MAPS_AND_NAVIGATION,Varies with device,Paid,Everyone,Maps & Navigation
500+,LIFESTYLE,2.6M,Free,Everyone,Lifestyle
100+,FAMILY,1.7M,Free,Teen,Entertainment
"1,000+",FAMILY,5.4M,Free,Everyone,Education
100+,BEAUTY,Varies with device,Free,Everyone,Beauty
"5,000,000+",FAMILY,30M,Free,Everyone,Simulation
"1,000,000+",FAMILY,31M,Free,Everyone,Entertainment
"10,000+",LIFESTYLE,14M,Free,Everyone,Lifestyle
"5,000+",MEDICAL,37M,Free,Everyone,Medical
"1,000,000+",FAMILY,4.0M,Free,Everyone,Entertainment
"500,000+",BUSINESS,Varies with device,Free,Everyone,Business
"500,000+",COMMUNICATION,6.9M,Free,Everyone,Communication
"10,000+",FAMILY,14M,Free,Everyone,Entertainment
"10,000+",TOOLS,210k,Free,Everyone,Tools
"5,000+",HEALTH_AND_FITNESS,13M,Free,Everyone,Health & Fitness
"500,000+",COMICS,18M,Free,Teen,Comics
"50,000+",FAMILY,13M,Free,Everyone,Entertainment
10+,FAMILY,38M,Free,Everyone,Simulation
"1,000+",NEWS_AND_MAGAZINES,3.8M,Free,Everyone,News & Magazines
"5,000+",FINANCE,3.2M,Free,Everyone,Finance
"10,000+",FAMILY,3.2M,Free,Everyone,Entertainment
"100,000+",COMICS,609k,Free,Everyone,Comics
"1,000+",BUSINESS,1.7M,Free,Everyone,Business
"10,000+",PRODUCTIVITY,4.0M,Free,Everyone,Productivity
"1,000+",BOOKS_AND_REFERENCE,6.5M,Free,Everyone,Books & Reference
"1,000+",PRODUCTIVITY,14M,Free,Everyone,Productivity
"10,000+",BOOKS_AND_REFERENCE,2.8M,Free,Everyone,Books & Reference
500+,FAMILY,33M,Free,Everyone,Simulation
500+,FAMILY,3.3M,Free,Everyone,Entertainment
100+,MAPS_AND_NAVIGATION,3.9M,Free,Everyone,Maps & Navigation
"1,000+",PRODUCTIVITY,15M,Free,Everyone,Productivity
"100,000+",SPORTS,9.5M,Free,Everyone,Sports
"50,000+",FAMILY,7.3M,Free,Everyone,Education
"5,000+",FAMILY,2.4M,Free,Everyone,Education
"50,000+",COMMUNICATION,3.0M,Free,Everyone,Communication
"10,000+",FAMILY,3.5M,Free,Everyone,Entertainment
500+,SOCIAL,2.4M,Free,Everyone,Social
"10,000+",COMMUNICATION,13M,Free,Everyone,Communication
"500,000+",BOOKS_AND_REFERENCE,Varies with device,Free,Teen,Books & Reference
"100,000+",SPORTS,5.3M,Free,Everyone,Sports
"5,000+",FINANCE,6.9M,Free,Everyone,Finance
100+,FAMILY,2.3M,Free,Everyone,Education
"100,000+",FAMILY,15M,Free,Everyone,Entertainment
"100,000+",FAMILY,7.2M,Free,Everyone,Education
"5,000+",BUSINESS,13M,Free,Everyone,Business
"500,000+",TOOLS,7.3M,Free,Everyone,Tools
"10,000+",TOOLS,3.3M,Free,Everyone,Tools
"1,000,000+",TOOLS,7.3M,Free,Everyone,Tools
"100,000+",TOOLS,7.3M,Free,Everyone,Tools
500+,FAMILY,2.6M,Free,Everyone,Education
"5,000+",COMMUNICATION,308k,Free,Everyone,Communication
100+,LIFESTYLE,4.5M,Free,Everyone,Lifestyle
10+,COMMUNICATION,21M,Free,Everyone,Communication
500+,COMMUNICATION,5.3M,Free,Everyone,Communication
100+,NEWS_AND_MAGAZINES,2.3M,Free,Everyone,News & Magazines
"100,000+",FINANCE,22M,Free,Everyone,Finance
"100,000+",GAME,40M,Free,Everyone,Trivia
"10,000,000+",PHOTOGRAPHY,Varies with device,Free,Everyone,Photography
"500,000+",LIFESTYLE,21M,Free,Everyone,Lifestyle
"100,000+",FAMILY,21M,Free,Teen,Simulation
"100,000,000+",PHOTOGRAPHY,53M,Free,Everyone,Photography
100+,SOCIAL,1.2M,Free,Teen,Social
"1,000+",HEALTH_AND_FITNESS,53M,Paid,Everyone,Health & Fitness
"50,000+",PERSONALIZATION,11M,Free,Teen,Personalization
"100,000+",FAMILY,27M,Free,Teen,Entertainment
"10,000,000+",FAMILY,6.8M,Free,Everyone,Casual
"100,000+",SPORTS,7.4M,Free,Everyone,Sports
"1,000+",PERSONALIZATION,3.5M,Free,Teen,Personalization
"10,000+",PHOTOGRAPHY,1.7M,Free,Everyone,Photography
"5,000,000+",WEATHER,4.0M,Free,Everyone,Weather
"100,000+",FAMILY,8.8M,Free,Teen,Entertainment
"1,000,000+",FAMILY,38M,Free,Everyone,Casual
"1,000+",FAMILY,1.7M,Free,Everyone,Entertainment
"50,000,000+",SPORTS,Varies with device,Free,Everyone,Sports
"50,000,000+",MAPS_AND_NAVIGATION,Varies with device,Free,Everyone,Maps & Navigation
"100,000+",SPORTS,6.1M,Free,Everyone,Sports
"50,000,000+",FAMILY,27M,Free,Teen,Casual
"5,000,000+",PHOTOGRAPHY,38M,Free,Everyone,Photography
"5,000+",COMICS,2.8M,Free,Everyone,Comics
"5,000+",FAMILY,6.5M,Free,Teen,Entertainment
"100,000+",PERSONALIZATION,3.6M,Free,Everyone,Personalization
"10,000,000+",FAMILY,53M,Free,Teen,Casual
"10,000+",FAMILY,3.9M,Free,Teen,Entertainment
"50,000,000+",GAME,Varies with device,Free,Teen,Action
"100,000+",SOCIAL,12M,Free,Teen,Social
"10,000,000+",FAMILY,89M,Free,Teen,Simulation
"10,000,000+",SOCIAL,46M,Free,Everyone,Social
"1,000,000+",GAME,54M,Free,Everyone,Arcade
"5,000,000+",TOOLS,9.2M,Free,Everyone,Tools
"1,000,000+",FAMILY,24M,Free,Everyone 10+,Action;Action & Adventure
"10,000,000+",GAME,41M,Free,Teen,Adventure
100+,FAMILY,705k,Free,Everyone,Entertainment
"10,000,000+",FAMILY,25M,Free,Everyone 10+,Entertainment;Music & Video
"10,000,000+",GAME,62M,Free,Everyone 10+,Action
"1,000+",GAME,27M,Paid,Everyone 10+,Arcade
"10,000+",GAME,37M,Free,Everyone,Board
"10,000+",FAMILY,3.7M,Free,Teen,Entertainment
"10,000+",COMMUNICATION,4.6M,Free,Everyone,Communication
"50,000+",COMMUNICATION,9.9M,Free,Everyone,Communication
"1,000,000+",VIDEO_PLAYERS,9.0M,Free,Everyone,Video Players & Editors
"50,000+",FAMILY,29M,Free,Everyone,Puzzle
"100,000+",FAMILY,2.5M,Free,Teen,Entertainment
"5,000,000+",FAMILY,6.3M,Free,Teen,Entertainment
"10,000,000+",GAME,58M,Free,Teen,Action
"10,000+",FAMILY,4.1M,Free,Everyone,Education
"1,000+",HEALTH_AND_FITNESS,9.6M,Free,Everyone,Health & Fitness
"100,000+",TOOLS,3.8M,Free,Everyone,Tools
"50,000+",FAMILY,13M,Free,Everyone,Entertainment
"1,000+",FAMILY,51M,Paid,Teen,Casual
"5,000,000+",FAMILY,2.7M,Free,Everyone,Casual
"100,000+",GAME,82M,Free,Mature 17+,Action
"1,000,000+",HEALTH_AND_FITNESS,5.0M,Free,Mature 17+,Health & Fitness
"500,000+",GAME,83M,Free,Mature 17+,Action
"1,000+",FAMILY,2.5M,Free,Mature 17+,Entertainment
"1,000+",FAMILY,2.5M,Free,Teen,Entertainment
"1,000+",FAMILY,6.6M,Free,Teen,Puzzle
"1,000+",FAMILY,2.5M,Free,Teen,Entertainment
"100,000+",FAMILY,3.7M,Free,Mature 17+,Entertainment
"5,000+",FAMILY,4.6M,Free,Everyone,Entertainment
"1,000,000+",GAME,80M,Free,Mature 17+,Action
"1,000+",BUSINESS,11M,Free,Everyone,Business
"5,000+",TOOLS,2.6M,Paid,Everyone,Tools
"10,000+",FAMILY,2.5M,Free,Teen,Entertainment
50+,LIFESTYLE,24M,Free,Everyone,Lifestyle
10+,LIFESTYLE,12M,Free,Everyone,Lifestyle
50+,FAMILY,10M,Free,Everyone,Entertainment
"50,000+",PHOTOGRAPHY,Varies with device,Paid,Everyone,Photography
"50,000+",FAMILY,306k,Free,Mature 17+,Entertainment
100+,BUSINESS,26M,Free,Everyone,Business
"100,000+",FAMILY,2.8M,Free,Everyone,Entertainment
"1,000,000+",GAME,8.1M,Free,Teen,Word
"100,000+",BUSINESS,3.2M,Free,Everyone,Business
"1,000+",LIFESTYLE,3.3M,Free,Everyone,Lifestyle
"10,000+",SPORTS,1.6M,Free,Everyone,Sports
"1,000+",TOOLS,5.6M,Free,Everyone,Tools
500+,AUTO_AND_VEHICLES,4.5M,Free,Everyone,Auto & Vehicles
"1,000+",SOCIAL,11M,Free,Everyone,Social
"10,000+",MEDICAL,2.8M,Free,Everyone,Medical
500+,MEDICAL,2.8M,Paid,Everyone,Medical
"100,000+",TOOLS,2.8M,Free,Everyone,Tools
"1,000+",PHOTOGRAPHY,17M,Free,Everyone,Photography
100+,FAMILY,2.9M,Free,Everyone,Entertainment
"1,000+",LIFESTYLE,19M,Free,Everyone,Lifestyle
"10,000+",TOOLS,4.1M,Free,Everyone,Tools
5+,PHOTOGRAPHY,8.4M,Free,Everyone,Photography
"1,000+",NEWS_AND_MAGAZINES,5.0M,Free,Everyone,News & Magazines
"5,000+",LIFESTYLE,3.9M,Paid,Everyone,Lifestyle
"10,000+",FAMILY,2.8M,Free,Everyone,Entertainment
"10,000,000+",PHOTOGRAPHY,2.6M,Free,Everyone,Photography
"1,000+",SOCIAL,6.1M,Free,Mature 17+,Social
"1,000+",PRODUCTIVITY,2.6M,Free,Everyone,Productivity
500+,SOCIAL,8.9M,Free,Everyone,Social
"1,000+",TOOLS,9.1M,Free,Everyone,Tools
100+,FAMILY,2.9M,Free,Everyone,Entertainment
"5,000+",VIDEO_PLAYERS,2.0M,Free,Everyone,Video Players & Editors
100+,FAMILY,2.8M,Free,Everyone,Entertainment
"1,000+",FAMILY,2.8M,Free,Everyone,Entertainment
10+,AUTO_AND_VEHICLES,9.4M,Free,Everyone,Auto & Vehicles
100+,PHOTOGRAPHY,7.8M,Free,Everyone,Photography
100+,VIDEO_PLAYERS,8.6M,Free,Everyone,Video Players & Editors
10+,FOOD_AND_DRINK,Varies with device,Free,Teen,Food & Drink
100+,FAMILY,10M,Free,Everyone,Education
"1,000+",MAPS_AND_NAVIGATION,Varies with device,Free,Everyone,Maps & Navigation
10+,TOOLS,5.1M,Free,Everyone,Tools
"1,000+",SOCIAL,7.8M,Free,Everyone,Social
"1,000+",SOCIAL,5.9M,Free,Everyone,Social
"100,000+",AUTO_AND_VEHICLES,1.7M,Free,Everyone,Auto & Vehicles
"50,000+",VIDEO_PLAYERS,Varies with device,Free,Everyone,Video Players & Editors
100+,SPORTS,2.3M,Free,Everyone,Sports
500+,VIDEO_PLAYERS,2.5M,Free,Everyone,Video Players & Editors
500+,FAMILY,2.8M,Free,Everyone,Entertainment
"1,000+",BOOKS_AND_REFERENCE,4.1M,Free,Everyone,Books & Reference
"1,000,000+",PHOTOGRAPHY,6.2M,Free,Everyone,Photography
"1,000,000+",GAME,20M,Free,Teen,Action
500+,TOOLS,4.8M,Free,Everyone,Tools
"1,000+",TRAVEL_AND_LOCAL,Varies with device,Free,Everyone,Travel & Local
500+,SPORTS,24M,Free,Everyone,Sports
100+,TRAVEL_AND_LOCAL,2.4M,Free,Everyone,Travel & Local
"1,000+",FAMILY,13M,Free,Everyone,Entertainment
100+,BUSINESS,Varies with device,Free,Everyone,Business
10+,TOOLS,1.8M,Free,Everyone,Tools
"1,000+",TRAVEL_AND_LOCAL,9.8M,Free,Everyone,Travel & Local
100+,NEWS_AND_MAGAZINES,29M,Free,Everyone,News & Magazines
"1,000,000+",GAME,11M,Free,Teen,Action
"5,000,000+",PHOTOGRAPHY,6.4M,Free,Everyone,Photography
10+,TRAVEL_AND_LOCAL,87M,Paid,Everyone,Travel & Local
"100,000+",FAMILY,7.8M,Paid,Teen,Role Playing
"50,000+",GAME,86M,Paid,Teen,Action
"1,000+",SHOPPING,2.1M,Free,Everyone,Shopping
10+,HEALTH_AND_FITNESS,4.0M,Free,Everyone,Health & Fitness
"10,000,000+",PHOTOGRAPHY,1.9M,Free,Everyone,Photography
"100,000+",FINANCE,2.4M,Free,Everyone,Finance
100+,NEWS_AND_MAGAZINES,2.9M,Free,Everyone,News & Magazines
"5,000,000+",GAME,21M,Free,Teen,Action
"1,000+",VIDEO_PLAYERS,8.7M,Free,Teen,Video Players & Editors
"10,000+",TOOLS,1.7M,Free,Everyone,Tools
10+,FAMILY,5.1M,Free,Everyone,Entertainment
"500,000+",PHOTOGRAPHY,11M,Free,Teen,Photography
50+,NEWS_AND_MAGAZINES,1.3M,Free,Everyone,News & Magazines
"1,000,000+",PHOTOGRAPHY,9.2M,Free,Everyone,Photography
"1,000,000+",MEDICAL,35M,Free,Everyone,Medical
"5,000,000+",LIFESTYLE,9.2M,Free,Everyone,Lifestyle
"100,000+",VIDEO_PLAYERS,4.9M,Free,Everyone,Video Players & Editors
"10,000+",TOOLS,15M,Free,Everyone,Tools
"10,000+",GAME,15M,Paid,Everyone,Board
10+,FOOD_AND_DRINK,19M,Free,Everyone,Food & Drink
"100,000+",BUSINESS,2.2M,Free,Everyone,Business
100+,FAMILY,2.1M,Paid,Everyone,Education
"100,000+",FAMILY,8.0M,Paid,Everyone 10+,Adventure;Action & Adventure
"100,000,000+",PERSONALIZATION,Varies with device,Free,Teen,Personalization
"100,000+",HEALTH_AND_FITNESS,3.5M,Free,Everyone,Health & Fitness
"50,000+",FAMILY,16M,Paid,Teen,Role Playing
"10,000,000+",GAME,63M,Free,Everyone,Board
"50,000+",FAMILY,Varies with device,Free,Everyone,Education
50+,NEWS_AND_MAGAZINES,10M,Free,Everyone,News & Magazines
"100,000+",SHOPPING,7.5M,Free,Everyone,Shopping
"1,000,000+",PHOTOGRAPHY,21M,Free,Everyone,Photography
"500,000+",MEDICAL,1.8M,Free,Everyone,Medical
"10,000,000+",PHOTOGRAPHY,11M,Free,Everyone,Photography
"1,000,000+",PRODUCTIVITY,18M,Free,Everyone,Productivity
"5,000,000+",GAME,Varies with device,Free,Everyone,Action
"10,000+",GAME,Varies with device,Free,Teen,Board
"100,000+",SHOPPING,3.2M,Free,Everyone,Shopping
"100,000+",TOOLS,Varies with device,Paid,Everyone,Tools
500+,TOOLS,33M,Free,Everyone,Tools
"100,000+",MEDICAL,8.4M,Free,Everyone,Medical
"1,000,000+",SHOPPING,31M,Free,Everyone,Shopping
"10,000+",HEALTH_AND_FITNESS,22M,Free,Everyone,Health & Fitness
"1,000+",BEAUTY,3.6M,Free,Everyone,Beauty
"1,000+",SPORTS,15M,Free,Everyone,Sports
"10,000+",BOOKS_AND_REFERENCE,18M,Free,Everyone,Books & Reference
10+,SPORTS,10M,Free,Everyone,Sports
500+,AUTO_AND_VEHICLES,2.5M,Free,Everyone,Auto & Vehicles
"1,000+",FAMILY,16M,Free,Everyone,Entertainment
"100,000+",PHOTOGRAPHY,15M,Free,Everyone,Photography
10+,FAMILY,4.3M,Free,Mature 17+,Entertainment
10+,FINANCE,4.6M,Free,Everyone,Finance
"1,000+",TRAVEL_AND_LOCAL,18M,Free,Everyone,Travel & Local
10+,FAMILY,8.7M,Free,Everyone,Education
100+,TRAVEL_AND_LOCAL,22M,Free,Everyone,Travel & Local
500+,FINANCE,1.1M,Free,Everyone,Finance
"1,000+",FAMILY,4.8M,Free,Everyone,Entertainment
"100,000+",TOOLS,2.6M,Free,Everyone,Tools
100+,SOCIAL,5.2M,Free,Everyone,Social
10+,LIFESTYLE,6.0M,Free,Everyone,Lifestyle
1+,HEALTH_AND_FITNESS,43M,Free,Everyone,Health & Fitness
10+,LIFESTYLE,904k,Free,Teen,Lifestyle
"1,000+",PHOTOGRAPHY,20M,Free,Everyone,Photography
"1,000+",FAMILY,28M,Free,Everyone,Education
10+,LIFESTYLE,20M,Free,Everyone,Lifestyle
"5,000+",BOOKS_AND_REFERENCE,16M,Free,Everyone,Books & Reference
"10,000+",AUTO_AND_VEHICLES,Varies with device,Free,Everyone,Auto & Vehicles
"5,000+",BUSINESS,8.7M,Free,Everyone,Business
"1,000+",COMMUNICATION,6.0M,Free,Everyone,Communication
"50,000+",HEALTH_AND_FITNESS,1.8M,Free,Everyone,Health & Fitness
"50,000+",HEALTH_AND_FITNESS,3.7M,Free,Everyone,Health & Fitness
100+,TRAVEL_AND_LOCAL,3.2M,Free,Everyone,Travel & Local
"1,000,000+",SHOPPING,16M,Free,Everyone,Shopping
"50,000+",FAMILY,7.4M,Paid,Teen,Role Playing
"1,000+",HEALTH_AND_FITNESS,3.3M,Free,Everyone,Health & Fitness
"10,000+",FINANCE,3.5M,Free,Everyone,Finance
500+,TRAVEL_AND_LOCAL,14M,Free,Everyone,Travel & Local
"5,000+",BUSINESS,8.9M,Free,Everyone,Business
1+,SOCIAL,32M,Free,Teen,Social
10+,GAME,14M,Free,Everyone,Action
50+,FAMILY,3.8M,Free,Everyone,Education
100+,FOOD_AND_DRINK,4.7M,Free,Everyone,Food & Drink
500+,FOOD_AND_DRINK,9.9M,Free,Everyone,Food & Drink
"100,000+",FINANCE,17M,Free,Everyone,Finance
"500,000+",SOCIAL,9.1M,Free,Mature 17+,Social
"100,000+",BUSINESS,10M,Free,Everyone,Business
"10,000+",FINANCE,27M,Free,Everyone,Finance
"1,000+",NEWS_AND_MAGAZINES,25M,Free,Everyone,News & Magazines
"5,000+",BUSINESS,33M,Free,Everyone,Business
"10,000+",LIFESTYLE,30M,Free,Everyone,Lifestyle
"100,000,000+",FAMILY,Varies with device,Free,Teen,Entertainment
"1,000+",BUSINESS,28M,Free,Everyone,Business
"10,000+",DATING,7.3M,Free,Mature 17+,Dating
100+,BUSINESS,23M,Free,Everyone,Business
"10,000+",BUSINESS,201k,Free,Everyone,Business
"10,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
100+,FINANCE,2.7M,Free,Everyone,Finance
"10,000+",BUSINESS,7.7M,Free,Everyone,Business
1+,GAME,Varies with device,Paid,Everyone,Arcade
"1,000+",TOOLS,21M,Free,Everyone,Tools
"1,000+",FAMILY,3.5M,Free,Everyone,Education
"10,000+",FINANCE,3.3M,Free,Everyone,Finance
"10,000,000+",SOCIAL,31M,Free,Mature 17+,Social
"5,000+",BUSINESS,12M,Free,Everyone,Business
"5,000+",FAMILY,8.1M,Free,Everyone,Education
"1,000,000+",SPORTS,14M,Free,Everyone,Sports
"1,000,000+",SOCIAL,11M,Free,Mature 17+,Social
"10,000,000+",DATING,Varies with device,Free,Mature 17+,Dating
50+,GAME,18M,Free,Everyone,Arcade
"10,000,000+",DATING,Varies with device,Free,Mature 17+,Dating
"10,000,000+",LIFESTYLE,Varies with device,Free,Mature 17+,Lifestyle
"10,000,000+",BOOKS_AND_REFERENCE,Varies with device,Free,Everyone,Books & Reference
10+,PRODUCTIVITY,2.9M,Free,Everyone,Productivity
10+,PRODUCTIVITY,473k,Paid,Everyone,Productivity
"50,000,000+",SOCIAL,76M,Free,Mature 17+,Social
"10,000,000+",FAMILY,18M,Free,Everyone 10+,Education
"10,000,000+",FAMILY,54M,Free,Everyone,Education
"10,000,000+",BOOKS_AND_REFERENCE,30M,Free,Everyone 10+,Books & Reference
"50,000,000+",COMMUNICATION,Varies with device,Free,Everyone,Communication
"5,000,000+",BOOKS_AND_REFERENCE,Varies with device,Free,Everyone,Books & Reference
"5,000,000+",TOOLS,2.1M,Free,Everyone,Tools
"10,000,000+",GAME,48M,Free,Everyone,Racing
"1,000,000+",GAME,92M,Free,Teen,Board
"10,000,000+",DATING,15M,Free,Mature 17+,Dating
"10,000,000+",FAMILY,30M,Free,Everyone,Casual
"5,000,000+",FINANCE,Varies with device,Free,Everyone,Finance
"5,000,000+",FAMILY,2.6M,Free,Everyone,Education
"100,000+",SHOPPING,17M,Free,Everyone,Shopping
"500,000+",SHOPPING,35M,Free,Everyone,Shopping
"10,000+",SHOPPING,11M,Free,Everyone,Shopping
"10,000+",GAME,65M,Free,Teen,Casino
"50,000+",FAMILY,25M,Free,Everyone,Casual
500+,GAME,4.8M,Paid,Everyone,Card
"10,000+",GAME,4.8M,Free,Everyone,Card
100+,FAMILY,17M,Free,Everyone,Entertainment
500+,HEALTH_AND_FITNESS,24M,Free,Everyone,Health & Fitness
"1,000+",FAMILY,26M,Free,Everyone,Casual
"5,000+",GAME,4.8M,Free,Everyone,Card
"50,000+",PRODUCTIVITY,175k,Free,Everyone,Productivity
100+,BEAUTY,15M,Free,Everyone,Beauty
"1,000+",GAME,4.9M,Free,Everyone,Card
100+,GAME,8.8M,Free,Everyone,Casino
"10,000+",FAMILY,36M,Free,Everyone,Simulation
"500,000+",TOOLS,8.7M,Free,Everyone,Tools
"10,000+",GAME,23M,Free,Teen,Casino
"5,000,000+",FAMILY,5.1M,Free,Everyone,Entertainment
100+,FAMILY,23M,Free,Everyone,Entertainment
"50,000+",GAME,26M,Free,Teen,Casino
"10,000,000+",VIDEO_PLAYERS,53M,Free,Everyone,Video Players & Editors
10+,COMMUNICATION,3.2M,Free,Teen,Communication
500+,GAME,23M,Free,Teen,Casino
100+,FAMILY,1.8M,Free,Mature 17+,Education
"1,000,000+",PERSONALIZATION,5.4M,Free,Everyone,Personalization
500+,SHOPPING,8.0M,Free,Everyone,Shopping
100+,SOCIAL,5.4M,Free,Everyone,Social
